"category","name","name_en","attack","huixin","next","fire","water","thunder","ice","dragon","sleep","paralyze","poison","blasting","defense","phial","shelling","kinsect","snipe","speed","cut0","cut5","automatic","offset","hole","notes_desc","qushe","xuli","xuli_add","coatings","coatings_up","recoil","reload","ammo","previous","views","created_at","updated_at","created_by","id","_read_perm","_write_perm"
"太刀","百龙刀Ⅰ","RampageBladeI","150","0","","0","0","0","0","0","0","0","0","0","0","","","","","","14,14,18,4,0,0,0","14,14,18,14,0,0,0","","","0-0-0","","","","","","","","","","","18","1617181831","1617671642","80067813","60643c87e8e4f8002aa04b35","[""user:anonymous""]","[]"
"太刀","水溺刀Ⅰ","DrowningShaftI","90","0","","0","20","0","0","0","0","0","0","0","0","","","","","","10,14,10,6,0,0,0","10,14,10,16,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b0e","8","1617181831","1617642842","80067813","60643c87e8e4f8002aa04b1c","[""user:anonymous""]","[]"
"太刀","百龙刀Ⅳ","RampageBladeIV","190","0","","0","0","0","0","0","0","0","0","0","0","","","","","","10,14,14,6,6,0,0","10,14,14,6,16,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b37","69","1617181831","1617675963","80067813","60643c87e8e4f8002aa04b38","[""user:anonymous""]","[]"
"太刀","糙骨镰Ⅰ","BoneScytheI","90","0","","0","0","0","0","0","0","0","0","0","0","","","","","","26,4,10,0,0,0,0","26,4,20,0,0,0,0","","","0-0-0","","","","","","","","","","","4","1617181831","1617643203","80067813","60643c87e8e4f8002aa04b0d","[""user:anonymous""]","[]"
"太刀","泥磨长刀Ⅰ","JyuraSaberI","190","-10","","0","14","0","0","0","0","0","0","0","0","","","","","","18,16,14,10,2,0,0","18,16,14,10,12,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b11","7","1617181831","1617671403","80067813","60643c87e8e4f8002aa04b13","[""user:anonymous""]","[]"
"太刀","骨刀无限Ⅱ","AnantaBladeII","90","0","","0","0","0","0","0","0","12","0","0","0","","","","","","20,4,8,8,0,0,0","20,4,8,18,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b0a","8","1617181831","1617641882","80067813","60643c87e8e4f8002aa04b0b","[""user:anonymous""]","[]"
"太刀","糙骨镰Ⅱ","BoneScytheII","110","0","","0","0","0","0","0","0","0","0","0","0","","","","","","24,4,12,0,0,0,0","24,4,22,0,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b0d","3","1617181831","1617657961","80067813","60643c87e8e4f8002aa04b0e","[""user:anonymous""]","[]"
"太刀","沼泽长刀","JyuraReaver","220","-10","","0","16","0","0","0","0","0","0","0","0","","","","","","20,18,14,10,8,0,0","20,18,14,10,14,4,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b14","41","1617181831","1617671762","80067813","60643c87e8e4f8002aa04b15","[""user:anonymous""]","[]"
"太刀","祸太刀【封】Ⅰ","SinisterLongSwordI","130","0","","0","0","0","0","0","0","0","0","13","0","","","","","","32,4,8,16,0,0,0","32,4,8,22,4,0,0","","","0-0-0","","","","","","","","","","","33","1617181831","1617675962","80067813","60643c87e8e4f8002aa04b29","[""user:anonymous""]","[]"
"太刀","青熊薙Ⅱ","ArzurosNaginataII","110","0","","0","0","0","0","0","0","0","0","0","0","","","","","","8,8,24,0,0,0,0","8,8,24,10,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b1f","4","1617181831","1617632042","80067813","60643c87e8e4f8002aa04b20","[""user:anonymous""]","[]"
"太刀","祸太刀【幽鬼无天】","SinisterShadeSword","200","0","","0","0","0","0","0","0","0","0","23","0","","","","","","38,2,4,18,8,0,0","38,2,4,18,10,8,0","","","1-1-0","","","","","","","","","","60643c87e8e4f8002aa04b2a","267","1617181831","1617676083","80067813","60643c87e8e4f8002aa04b2b","[""user:anonymous""]","[]"
"太刀","青熊长笔【留跳】","ArzurosStrikequill","170","0","","0","0","0","0","0","0","0","0","0","0","","","","","","8,8,8,26,0,0,0","8,8,8,26,10,0,0","","","0-1-0","","","","","","","","","","60643c87e8e4f8002aa04b20","11","1617181831","1617671762","80067813","60643c87e8e4f8002aa04b21","[""user:anonymous""]","[]"
"太刀","传承太刀【无铭】Ⅱ","Hand-Me-DownSwordII","180","10","","10","0","0","0","0","0","0","0","0","0","","","","","","12,12,16,14,6,0,0","12,12,16,14,12,4,0","","","0-0-1","","","","","","","","","","60643c87e8e4f8002aa04b39","92","1617181831","1617675963","80067813","60643c87e8e4f8002aa04b3a","[""user:anonymous""]","[]"
"太刀","冰牙极寒朱红刃","BastizanEdge","160","35","","0","0","0","27","0","0","0","0","0","0","","","","","","10,14,16,18,10,2,0","10,14,16,18,10,12,0","","","2-0-0","","","","","","","","","","60643c87e8e4f8002aa04b05","135","1617181831","1617676082","80067813","60643c87e8e4f8002aa04b06","[""user:anonymous""]","[]"
"太刀","骨刀无限Ⅰ","AnantaBladeI","80","0","","0","0","0","0","0","0","9","0","0","0","","","","","","20,8,8,4,0,0,0","20,8,8,14,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04afb","8","1617181831","1617676083","80067813","60643c87e8e4f8002aa04b0a","[""user:anonymous""]","[]"
"太刀","毒狗龙太刀Ⅰ","WroggiSwordI","80","0","","0","0","0","0","0","0","0","19","0","0","","","","","","18,8,8,6,0,0,0","18,8,8,16,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04afc","2","1617181831","1617632642","80067813","60643c87e8e4f8002aa04b07","[""user:anonymous""]","[]"
"太刀","毒刀海奎特","PoisonBarb","150","0","","0","0","0","0","0","0","0","28","0","0","","","","","","18,14,12,16,0,0,0","18,14,12,20,6,0,0","","","2-0-0","","","","","","","","","","60643c87e8e4f8002aa04b08","12","1617181831","1617675962","80067813","60643c87e8e4f8002aa04b09","[""user:anonymous""]","[]"
"太刀","飞雷刀斩蛇Ⅱ","SparkSlicerII","140","10","","0","0","21","0","0","0","0","0","0","0","","","","","","22,12,14,12,0,0,0","22,12,14,18,4,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b10","14","1617181831","1617656521","80067813","60643c87e8e4f8002aa04b11","[""user:anonymous""]","[]"
"太刀","梦幻人鱼狂舞","IllusoryFrilledSlash","190","0","","0","0","0","0","0","19","0","0","0","0","","","","","","10,18,24,18,0,0,0","10,18,24,22,6,0,0","","","1-0-0","","","","","","","","","","60643c87e8e4f8002aa04b1a","20","1617181831","1617674162","80067813","60643c87e8e4f8002aa04b1b","[""user:anonymous""]","[]"
"太刀","水溺刀Ⅱ","DrowningShaftII","100","0","","0","23","0","0","0","0","0","0","0","0","","","","","","12,14,16,8,0,0,0","12,14,16,18,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b1c","5","1617181831","1617633243","80067813","60643c87e8e4f8002aa04b1d","[""user:anonymous""]","[]"
"太刀","鬼薙刀Ⅱ","DemonHalberdII","200","-10","","0","0","12","0","0","0","0","0","0","0","","","","","","16,16,18,20,0,0,0","16,16,18,22,8,0,0","","","0-0-1","","","","","","","","","","60643c87e8e4f8002aa04b2c","27","1617181831","1617671642","80067813","60643c87e8e4f8002aa04b2d","[""user:anonymous""]","[]"
"太刀","绝望Ⅰ","CawscytheI","100","0","","0","0","0","0","20","0","0","0","0","0","","","","","","12,10,10,8,0,0,0","12,10,10,18,0,0,0","","","0-0-0","","","","","","","","","","","10","1617181831","1617643204","80067813","60643c87e8e4f8002aa04b31","[""user:anonymous""]","[]"
"太刀","百龙刀Ⅲ","RampageBladeIII","180","0","","0","0","0","0","0","0","0","0","0","0","","","","","","10,14,16,6,4,0,0","10,14,16,6,14,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b36","12","1617181831","1617668522","80067813","60643c87e8e4f8002aa04b37","[""user:anonymous""]","[]"
"太刀","飞雷刀斩蛇Ⅰ","SparkSlicerI","100","10","","0","0","19","0","0","0","0","0","0","0","","","","","","26,6,10,8,0,0,0","26,6,10,18,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b0f","15","1617181831","1617646202","80067813","60643c87e8e4f8002aa04b10","[""user:anonymous""]","[]"
"太刀","青熊薙Ⅰ","ArzurosNaginataI","90","0","","0","0","0","0","0","0","0","0","0","0","","","","","","10,8,22,0,0,0,0","10,8,32,0,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b0e","4","1617181831","1617641522","80067813","60643c87e8e4f8002aa04b1f","[""user:anonymous""]","[]"
"太刀","黑暗镰刀Ⅰ","DarkScytheI","180","-15","","0","0","0","0","0","0","0","0","0","0","","","","","","20,14,14,12,0,0,0","20,14,14,18,4,0,0","","","2-0-0","","","","","","","","","","60643c87e8e4f8002aa04b23","11","1617181831","1617644162","80067813","60643c87e8e4f8002aa04b25","[""user:anonymous""]","[]"
"太刀","雪鹿刀Ⅰ","AntekaBladeI","170","0","","0","0","0","0","0","0","0","0","0","5","","","","","","2,24,2,12,0,0,0","2,24,2,22,0,0,0","","","1-0-0","","","","","","","","","","60643c87e8e4f8002aa04b11","3","1617181831","1617632042","80067813","60643c87e8e4f8002aa04b16","[""user:anonymous""]","[]"
"太刀","冰牙朱红刃Ⅱ","BastineEdgeII","120","30","","0","0","0","19","0","0","0","0","0","0","","","","","","8,14,14,20,4,0,0","8,14,14,20,14,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b04","22","1617181831","1617664441","80067813","60643c87e8e4f8002aa04b05","[""user:anonymous""]","[]"
"太刀","镰威太刀Ⅰ","ScytheofMenaceI","170","-10","","0","0","0","0","0","0","0","25","0","0","","","","","","8,8,30,10,4,0,0","8,8,30,10,12,2,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b25","10","1617181831","1617674642","80067813","60643c87e8e4f8002aa04b27","[""user:anonymous""]","[]"
"太刀","绝望Ⅲ","CawscytheIII","160","0","","0","0","0","0","25","0","0","0","0","0","","","","","","16,16,12,12,4,0,0","16,16,12,12,14,0,0","","","0-2-0","","","","","","","","","","60643c87e8e4f8002aa04b32","20","1617181831","1617671642","80067813","60643c87e8e4f8002aa04b33","[""user:anonymous""]","[]"
"太刀","雪鹿刀【鹿角】","AntekaRack","200","0","","0","0","0","0","0","0","0","0","0","15","","","","","","2,46,2,14,6,0,0","2,46,2,14,14,2,0","","","0-0-1","","","","","","","","","","60643c87e8e4f8002aa04b17","21","1617181831","1617674523","80067813","60643c87e8e4f8002aa04b18","[""user:anonymous""]","[]"
"太刀","人鱼狂舞Ⅱ","FrilledSlashII","120","0","","0","0","0","0","0","15","0","0","0","0","","","","","","8,12,22,8,0,0,0","8,12,22,18,0,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b19","6","1617181831","1617643922","80067813","60643c87e8e4f8002aa04b1a","[""user:anonymous""]","[]"
"太刀","缚骨刀【缝影】","ShadowSlasher","150","0","","0","0","0","0","0","0","17","0","0","0","","","","","","20,14,12,12,2,0,0","20,14,12,12,12,0,0","","","0-1-0","","","","","","","","","","60643c87e8e4f8002aa04b0b","21","1617181831","1617674406","80067813","60643c87e8e4f8002aa04b0c","[""user:anonymous""]","[]"
"太刀","风之贼刀Ⅱ","WindThiefScimitarII","100","15","","0","0","0","0","0","0","0","0","0","0","","","","","","16,10,4,10,0,0,0","16,10,4,10,10,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b22","24","1617181831","1617671762","80067813","60643c87e8e4f8002aa04b23","[""user:anonymous""]","[]"
"太刀","水蛇长战斧","DouserBardiche","160","0","","0","28","0","0","0","0","0","0","0","0","","","","","","8,8,20,20,4,0,0","8,8,20,20,12,2,0","","","2-1-0","","","","","","","","","","60643c87e8e4f8002aa04b1d","13","1617181831","1617671762","80067813","60643c87e8e4f8002aa04b1e","[""user:anonymous""]","[]"
"太刀","苍风神刀Ⅰ","AzureElderLongSwordI","180","0","","0","0","0","0","10","0","0","0","0","0","","","","","","4,4,4,8,20,0,0","4,4,4,8,30,0,0","","","0-0-0","","","","","","","","","","","25","1617181831","1617669841","80067813","60643c87e8e4f8002aa04b2e","[""user:anonymous""]","[]"
"太刀","鸣雷神刀Ⅰ","ThunderboltLongSwordI","180","0","","0","0","38","0","0","0","0","0","0","0","","","","","","4,4,38,8,6,0,0","4,4,38,8,10,6,0","","","0-0-0","","","","","","","","","","","48","1617181831","1617674642","80067813","60643c87e8e4f8002aa04b30","[""user:anonymous""]","[]"
"太刀","苍风神刀Ⅱ","AzureElderLongSwordII","190","0","","0","0","0","0","12","0","0","0","0","0","","","","","","4,4,10,10,22,0,0","4,4,10,10,30,2,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b2e","45","1617181831","1617674162","80067813","60643c87e8e4f8002aa04b2f","[""user:anonymous""]","[]"
"太刀","绝望Ⅱ","CawscytheII","140","0","","0","0","0","0","21","0","0","0","0","0","","","","","","10,16,12,12,0,0,0","10,16,12,18,4,0,0","","","0-0-0","","","","","","","","","","60643c87e8e4f8002aa04b31","15","1617181831","1617671642","80067813","60643c87e8e4f8002aa04b32","[""user:anonymous""]","[]"
"大锤","炎火忍钩锤","KamuraNinjaHammer","190","0","","0","0","0","0","0","0","0","0","0","0","","","","","","8,18,12,12,10,0,0","8,18,12,12,16,4,0","","","1-1-0","","","","","","","","","","60643db81fa5c1002b6bbf40","16","1617182136","1617643082","80067813","60643db81fa5c1002b6bbf41","[""user:anonymous""]","[]"
"大锤","海波挠锤之华石","SinterHammer","200","20","","0","31","0","0","0","0","0","0","0","0","","","","","","20,14,18,8,10,0,0","20,14,18,8,10,10,0","","","1-0-0","","","","","","","","","","60643db81fa5c1002b6bbf43","41","1617182136","1617675722","80067813","60643db81fa5c1002b6bbf44","[""user:anonymous""]","[]"
"大锤","束缚之力Ⅱ","BindingBludgeonII","160","0","","0","0","0","0","0","0","27","0","0","0","","","","","","30,8,8,14,0,0,0","30,8,8,14,10,0,0","","","1-0-0","","","","","","","","","","60643db81fa5c1002b6bbf45","5","1617182136","1617642604","80067813","60643db81fa5c1002b6bbf46","[""user:anonymous""]","[]"
"大锤","炎火铁钩锤Ⅳ","KamuraHammerIV","140","0","","0","0","0","0","0","0","0","0","0","0","","","","","","12,16,16,4,2,0,0","12,16,16,4,12,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf3e","9","1617182136","1617643442","80067813","60643db81fa5c1002b6bbf3f","[""user:anonymous""]","[]"
"大锤","炎火铁钩锤Ⅱ","KamuraHammerII","60","0","","0","0","0","0","0","0","0","0","0","0","","","","","","12,14,14,0,0,0,0","12,14,22,2,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf3c","5","1617182136","1617663603","80067813","60643db81fa5c1002b6bbf3d","[""user:anonymous""]","[]"
"大锤","战争权杖","WarMace","140","0","","0","0","0","0","0","0","0","0","0","0","","","","","","18,14,8,10,0,0,0","18,14,8,16,4,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf56","3","1617182136","1617643204","80067813","60643db81fa5c1002b6bbf57","[""user:anonymous""]","[]"
"大锤","炎火铁钩锤Ⅰ","KamuraHammerI","50","0","","0","0","0","0","0","0","0","0","0","0","","","","","","10,18,12,0,0,0,0","10,18,20,2,0,0,0","","","0-0-0","","","","","","","","","","","8","1617182136","1617670562","80067813","60643db81fa5c1002b6bbf3c","[""user:anonymous""]","[]"
"大锤","死亡左轮","DeadeyeRevolver","160","0","","50","0","0","0","0","0","0","0","0","10","","","","","","20,20,6,10,4,0,0","20,20,6,10,10,4,0","","","3-0-0","","","","","","","","","","60643db81fa5c1002b6bbf52","10","1617182136","1617675842","80067813","60643db81fa5c1002b6bbf53","[""user:anonymous""]","[]"
"大锤","狐锤【玉落弃尘世】Ⅱ","PurityHammerII","170","15","","0","26","0","0","0","0","0","0","0","0","","","","","","22,20,16,6,6,0,0","22,20,16,6,12,4,0","","","1-0-0","","","","","","","","","","60643db81fa5c1002b6bbf42","7","1617182136","1617675243","80067813","60643db81fa5c1002b6bbf43","[""user:anonymous""]","[]"
"大锤","天具・五钴宝锤Ⅱ","Five-ProngedHammerII","180","0","","0","0","0","0","0","0","0","0","0","0","","","","","","6,28,12,10,4,0,0","6,28,12,10,6,8,0","","","0-0-1","","","","","","","","","","60643db81fa5c1002b6bbf4b","6","1617182136","1617675722","80067813","60643db81fa5c1002b6bbf4c","[""user:anonymous""]","[]"
"大锤","邪道蚀锤","DirtyHammer","140","0","","0","0","0","0","0","0","0","36","0","0","","","","","","20,10,20,10,0,0,0","20,10,20,14,6,0,0","","","3-0-0","","","","","","","","","","60643db81fa5c1002b6bbf4f","6","1617182136","1617668403","80067813","60643db81fa5c1002b6bbf50","[""user:anonymous""]","[]"
"大锤","毒狗龙蚀锤Ⅱ","WroggiHammerII","130","0","","0","0","0","0","0","0","0","31","0","0","","","","","","18,8,18,6,0,0,0","18,8,18,14,2,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf4e","4","1617182136","1617640205","80067813","60643db81fa5c1002b6bbf4f","[""user:anonymous""]","[]"
"大锤","炎火铁钩锤Ⅲ","KamuraHammerIII","90","0","","0","0","0","0","0","0","0","0","0","0","","","","","","14,14,18,4,0,0,0","14,14,18,14,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf3d","5","1617182136","1617642842","80067813","60643db81fa5c1002b6bbf3e","[""user:anonymous""]","[]"
"大锤","束缚之力Ⅰ","BindingBludgeonI","90","0","","0","0","0","0","0","0","23","0","0","0","","","","","","28,8,8,6,0,0,0","28,8,8,16,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf3e","7","1617182136","1617642842","80067813","60643db81fa5c1002b6bbf45","[""user:anonymous""]","[]"
"大锤","泥＝醉Ⅰ","AlmudronHammerI","130","0","","0","40","0","0","0","0","0","0","0","0","","","","","","10,10,20,10,0,0,0","10,10,20,16,4,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf45","6","1617182136","1617673204","80067813","60643db81fa5c1002b6bbf48","[""user:anonymous""]","[]"
"大锤","炎火铁钩锤Ⅴ","KamuraHammerV","150","0","","0","0","0","0","0","0","0","0","0","0","","","","","","12,16,18,8,6,0,0","12,16,18,8,14,2,0","","","0-1-0","","","","","","","","","","60643db81fa5c1002b6bbf3f","7","1617182136","1617671162","80067813","60643db81fa5c1002b6bbf40","[""user:anonymous""]","[]"
"大锤","青熊锤【壹型】Ⅰ","UnbearableHammerI","120","0","","0","0","0","0","0","0","0","0","0","0","","","","","","28,6,6,0,0,0,0","28,6,12,4,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf54","5","1617182136","1617668162","80067813","60643db81fa5c1002b6bbf6b","[""user:anonymous""]","[]"
"大锤","枪锤Ⅱ","GunHammerII","150","0","","45","0","0","0","0","0","0","0","0","8","","","","","","18,18,16,8,0,0,0","18,18,16,10,8,0,0","","","3-0-0","","","","","","","","","","60643db81fa5c1002b6bbf51","2","1617182136","1617615842","80067813","60643db81fa5c1002b6bbf52","[""user:anonymous""]","[]"
"大锤","战争狂击","WarBasher","180","0","","0","0","0","0","0","0","0","0","0","0","","","","","","10,10,22,10,8,0,0","10,10,22,10,12,6,0","","","1-0-0","","","","","","","","","","60643db81fa5c1002b6bbf58","7","1617182136","1617668403","80067813","60643db81fa5c1002b6bbf59","[""user:anonymous""]","[]"
"大锤","青熊锤【壹型】Ⅱ","UnbearableHammerII","130","0","","0","0","0","0","0","0","0","0","0","0","","","","","","22,8,10,0,0,0,0","22,8,10,10,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf6b","6","1617182136","1617643322","80067813","60643db81fa5c1002b6bbf6c","[""user:anonymous""]","[]"
"大锤","冻结核心Ⅱ","FrozenCoreII","100","0","","0","0","0","22","0","0","0","0","0","0","","","","","","14,10,12,4,0,0,0","14,10,12,14,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf74","2","1617182136","1617632642","80067813","60643db81fa5c1002b6bbf75","[""user:anonymous""]","[]"
"大锤","枪锤Ⅰ","GunHammerI","90","0","","37","0","0","0","0","0","0","0","0","4","","","","","","16,10,10,4,0,0,0","16,10,10,14,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf3d","2","1617182136","1617668162","80067813","60643db81fa5c1002b6bbf51","[""user:anonymous""]","[]"
"大锤","冰凌重击Ⅰ","GlacialBashI","90","30","","0","0","0","21","0","0","0","0","0","0","","","","","","10,12,14,14,0,0,0","10,12,14,20,4,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf56","4","1617182136","1617668042","80067813","60643db81fa5c1002b6bbf62","[""user:anonymous""]","[]"
"大锤","狐锤【玉落弃尘世】Ⅰ","PurityHammerI","120","15","","0","21","0","0","0","0","0","0","0","0","","","","","","16,10,16,8,0,0,0","16,10,16,12,6,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf3e","11","1617182136","1617675482","80067813","60643db81fa5c1002b6bbf42","[""user:anonymous""]","[]"
"大锤","黎＝明","DoomBringerHammer","190","0","","0","51","0","0","0","0","0","0","0","0","","","","","","12,12,26,12,8,0,0","12,12,26,12,18,0,0","","","1-1-0","","","","","","","","","","60643db81fa5c1002b6bbf49","9","1617182136","1617675722","80067813","60643db81fa5c1002b6bbf4a","[""user:anonymous""]","[]"
"大锤","战锤Ⅰ","WarHammerI","110","0","","0","0","0","0","0","0","0","0","0","0","","","","","","12,12,14,2,0,0,0","12,12,14,12,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf55","2","1617182136","1617668162","80067813","60643db81fa5c1002b6bbf56","[""user:anonymous""]","[]"
"大锤","战争印记Ⅰ","WarStampI","160","0","","0","0","0","0","0","0","0","0","0","0","","","","","","14,16,16,10,4,0,0","14,16,16,10,10,4,0","","","1-0-0","","","","","","","","","","60643db81fa5c1002b6bbf57","5","1617182136","1617668522","80067813","60643db81fa5c1002b6bbf58","[""user:anonymous""]","[]"
"大锤","奇怪龙袋锤Ⅰ","Bago'HorrorsI","80","0","","0","0","42","0","0","0","0","0","0","0","","","","","","14,12,8,6,0,0,0","14,12,8,16,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf6b","2","1617182136","1617642482","80067813","60643db81fa5c1002b6bbf71","[""user:anonymous""]","[]"
"大锤","天具・五钴宝锤Ⅰ","Five-ProngedHammerI","120","0","","0","0","0","0","0","0","0","0","0","0","","","","","","6,24,10,10,0,0,0","6,24,10,18,2,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf3e","9","1617182136","1617668282","80067813","60643db81fa5c1002b6bbf4b","[""user:anonymous""]","[]"
"大锤","超级新星Ⅰ","GreatNovaI","160","0","","0","0","35","0","0","0","0","0","0","5","","","","","","20,8,18,12,2,0,0","20,8,18,12,12,0,0","","","3-0-0","","","","","","","","","","60643db81fa5c1002b6bbf58","5","1617182136","1617668761","80067813","60643db81fa5c1002b6bbf5a","[""user:anonymous""]","[]"
"大锤","轰龙纹锤Ⅰ","StripedStrikerI","150","-20","","0","0","0","0","0","0","0","0","0","0","","","","","","14,6,20,18,2,0,0","14,6,20,18,12,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf57","5","1617182136","1617642842","80067813","60643db81fa5c1002b6bbf5d","[""user:anonymous""]","[]"
"大锤","鬼铁之命","IronDevil'sSoul","220","0","","0","0","0","0","0","0","17","0","0","0","","","","","","6,6,40,18,0,0,0","6,6,40,18,10,0,0","","","2-0-0","","","","","","","","","","60643db81fa5c1002b6bbf69","24","1617182136","1617675482","80067813","60643db81fa5c1002b6bbf6a","[""user:anonymous""]","[]"
"大锤","鸟喙狂击","KuluCrusher","160","20","","0","0","0","0","0","0","0","0","0","0","","","","","","16,16,14,12,2,0,0","16,16,14,12,12,0,0","","","3-0-0","","","","","","","","","","60643db81fa5c1002b6bbf66","8","1617182136","1617633004","80067813","60643db81fa5c1002b6bbf67","[""user:anonymous""]","[]"
"大锤","炎羽锤Ⅱ","FlamingFuryII","210","-20","","20","0","0","0","0","0","0","0","0","0","","","","","","24,20,6,8,2,0,0","24,20,6,8,12,0,0","","","1-1-0","","","","","","","","","","60643db81fa5c1002b6bbf5f","4","1617182136","1617668282","80067813","60643db81fa5c1002b6bbf60","[""user:anonymous""]","[]"
"大锤","鬼铁丸Ⅰ","DevilMasherI","160","0","","0","0","0","0","0","0","10","0","0","0","","","","","","6,6,40,8,0,0,0","6,6,40,14,4,0,0","","","2-0-0","","","","","","","","","","60643db81fa5c1002b6bbf66","3","1617182136","1617668403","80067813","60643db81fa5c1002b6bbf68","[""user:anonymous""]","[]"
"大锤","大天具・钴锤金刚","GreatProngedHammer","190","0","","0","0","0","0","0","0","0","0","0","0","","","","","","6,32,16,10,6,0,0","6,32,16,10,6,10,0","","","0-0-1","","","","","","","","","","60643db81fa5c1002b6bbf4c","16","1617182136","1617672241","80067813","60643db81fa5c1002b6bbf4d","[""user:anonymous""]","[]"
"大锤","炎羽锤Ⅰ","FlamingFuryI","140","-20","","17","0","0","0","0","0","0","0","0","0","","","","","","24,14,6,6,0,0,0","24,14,6,16,0,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf56","5","1617182136","1617640322","80067813","60643db81fa5c1002b6bbf5f","[""user:anonymous""]","[]"
"大锤","蛮颚炎羽锤","PhoenixFury","230","-20","","22","0","0","0","0","0","0","0","0","0","","","","","","26,24,6,10,4,0,0","26,24,6,10,14,0,0","","","1-1-0","","","","","","","","","","60643db81fa5c1002b6bbf60","22","1617182136","1617675723","80067813","60643db81fa5c1002b6bbf61","[""user:anonymous""]","[]"
"大锤","冰凌重击Ⅱ","GlacialBashII","100","30","","0","0","0","23","0","0","0","0","0","0","","","","","","10,14,16,16,4,0,0","10,14,16,16,12,2,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf62","5","1617182136","1617668522","80067813","60643db81fa5c1002b6bbf63","[""user:anonymous""]","[]"
"大锤","青熊锤【贰型】","BarbearicHammer","180","0","","0","0","0","0","0","0","0","0","0","0","","","","","","26,6,16,12,0,0,0","26,6,16,12,10,0,0","","","0-1-0","","","","","","","","","","60643db81fa5c1002b6bbf6c","7","1617182136","1617668042","80067813","60643db81fa5c1002b6bbf6d","[""user:anonymous""]","[]"
"大锤","人鱼怒击Ⅱ","FrilledBlowII","120","0","","0","0","0","0","0","21","0","0","0","0","","","","","","8,8,24,10,0,0,0","8,8,24,16,4,0,0","","","0-0-0","","","","","","","","","","60643db81fa5c1002b6bbf6e","2","1617182136","1617668762","80067813","60643db81fa5c1002b6bbf6f","[""user:anonymous""]","[]"
"大锤","梦幻人鱼怒击","ArmoredGogue","180","0","","0","0","0","0","0","26","0","0","0","0","","","","","","10,18,24,18,0,0,0","10,18,24,20,8,0,0","","","2-0-0","","","","","","","","","","60643db81fa5c1002b6bbf6f","4","1617182136","1617643805","80067813","60643db81fa5c1002b6bbf70","[""user:anonymous""]","[]"
"大锤","奇怪龙雷锤","Bago'Thunder","140","0","","0","0","46","0","0","0","0","0","0","0","","","","","","20,8,14,14,4,0,0","20,8,14,14,10,4,0","","","0-1-0","","","","","","","","","","60643db81fa5c1002b6bbf72","2","1617182136","1617633122","80067813","60643db81fa5c1002b6bbf73","[""user:anonymous""]","[]"
"大锤","鬼铁丸Ⅱ","DevilMasherII","180","0","","0","0","0","0","0","0","14","0","0","0","","","","","","4,4,40,12,0,0,0","4,4,40,14,8,0,0","","","2-0-0","","","","","","","","","","60643db81fa5c1002b6bbf68","2","1617182136","1617644521","80067813","60643db81fa5c1002b6bbf69","[""user:anonymous""]","[]"
