"item","num","gailv","mission","created_at","updated_at","created_by","id","_read_perm","_write_perm"
"{""name"": ""\u9510\u5229\u722a"", ""desc"": ""\u975e\u5e38\u9510\u5229\u7684\u5c16\u722a\uff0c\u76f4\u63a5\u7528\u624b\u89e6\u78b0\u4f1a\u5f88\u5371\u9669\u3002\u5c31\u7b97\u672a\u7ecf\u4efb\u4f55\u52a0\u5de5\uff0c\u4e5f\u80fd\u76f4\u63a5\u7528\u5b83\u6765\u5207\u83dc\u5272\u8089\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item33.png"", ""name_jp"": ""\u92ed\u5229\u306a\u722a"", ""created_at"": 1616846216, ""updated_at"": 1617887195, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb381"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","12","{""name"": ""\u67d0\u591c\uff0c\u72e9\u730e\u5947\u602a\u9f99"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u5947\u602a\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 2, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u80fd\u8bf4\u4f1a\u9053\u7684\u7537\u6027"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b269"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179613","[""user:anonymous""]","[]"
"{""name"": ""\u5149\u866b"", ""desc"": ""\u6b7b\u4ea1\u65f6\u53d1\u51fa\u5f3a\u70c8\u95ea\u5149\u7684\u866b\u3002\u4e3a\u95ea\u5149\u7403\u7684\u6838\u5fc3\u7d20\u6750\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item8.png"", ""name_jp"": ""\u5149\u87f2"", ""created_at"": 1616846216, ""updated_at"": 1617887105, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2dd"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","16","{""name"": ""\u201c\u5b88\u62a4\u901a\u5f80\u5154\u56e2\u5b50\u7684\u9053\u8def\u201d\u4e4b\u5377"", ""level"": null, ""contract"": null, ""success_condition"": ""\u5408\u8ba1\u8ba8\u4f1020\u5934\u9570\u9f2c\u9f99\u548c\u7720\u72d7\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 2, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u8336\u70b9\u5e97\u5e97\u4e3b\u827e\u8349"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b26a"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce17961e","[""user:anonymous""]","[]"
"{""name"": ""\u6c34\u5149\u539f\u73e0"", ""desc"": ""\u5236\u4f5c\u88c5\u9970\u54c1\u65f6\u4e0d\u53ef\u6216\u7f3a\u7684\u73e0\u5b50\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item53.png"", ""name_jp"": ""\u6c34\u5149\u539f\u73e0"", ""created_at"": 1616846216, ""updated_at"": 1617887194, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb36b"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","8","{""name"": ""\u7406\u89e3\u5427\uff01\u72e9\u730e\u7b1b\u4e4b\u578b"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e\u6240\u6709\u76ee\u6807"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 2, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u502a\u6cf0\u6559\u5b98"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b26d"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce17963b","[""user:anonymous""]","[]"
"{""name"": ""\u82e6\u866b"", ""desc"": ""\u53ef\u4fc3\u8fdb\u81ea\u7136\u6cbb\u6108\u80fd\u529b\uff0c\u79d8\u85cf\u82e6\u5473\u8403\u53d6\u6db2\u7684\u866b\u3002\u8c03\u548c\u8bb8\u591a\u836f\u7269\u90fd\u4f1a\u7528\u5230\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item8.png"", ""name_jp"": ""\u306b\u304c\u866b"", ""created_at"": 1616846216, ""updated_at"": 1617887113, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2da"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","13","{""name"": ""\u5b66\u4e60\u5427\uff01\u8f7b\u5f29\u4e4b\u578b"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u7720\u72d7\u9f99\u738b\u548c1\u5934\u6bd2\u72d7\u9f99\u738b"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 2, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u502a\u6cf0\u6559\u5b98"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b26f"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179647","[""user:anonymous""]","[]"
"{""name"": ""\u5c16\u94e0\u7389"", ""desc"": ""\u8fdb\u4e00\u6b65\u63d0\u5347\u6b66\u5177\u6027\u80fd\u7684\u94e0\u7389\u3002\u53ef\u5f3a\u5316\u9632\u5177\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item52.png"", ""name_jp"": ""\u5c16\u93a7\u7389"", ""created_at"": 1616846216, ""updated_at"": 1617887249, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb369"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","21","{""name"": ""\u4e0e\u6c34\u5171\u5b58\u4e4b\u7269"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u6c34\u517d"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 2, ""star"": 5, ""name_en"": null, ""desc"": null, ""client"": ""\u8001\u5b57\u53f7\u5c0f\u996d\u5e97\u7684\u8001\u677f\u5a18"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b272"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179664","[""user:anonymous""]","[]"
"{""name"": ""\u575a\u56fa\u7684\u9aa8"", ""desc"": ""\u575a\u786c\u800c\u5e9e\u5927\u7684\u91ce\u517d\u9aa8\u3002\u8fd9\u79cd\u62e5\u6709\u5f88\u9ad8\u521a\u6027\u7684\u9aa8\u6750\uff0c\u5728\u6b66\u5177\u52a0\u5de5\u4e0a\u6709\u5176\u72ec\u5230\u7684\u4ef7\u503c\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png"", ""name_jp"": ""\u5805\u7262\u306a\u9aa8"", ""created_at"": 1616846216, ""updated_at"": 1617887171, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb37e"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","15","{""name"": ""\u8bf7\u5c0f\u5fc3\u6c99\u539f\u7684\u9b54\u7403"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e2\u5934\u8d64\u7532\u517d"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 2, ""star"": 5, ""name_en"": null, ""desc"": null, ""client"": ""\u5012\u9709\u7684\u6e38\u5546"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b274"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce17966d","[""user:anonymous""]","[]"
"{""name"": ""\u575a\u56fa\u7684\u9aa8"", ""desc"": ""\u575a\u786c\u800c\u5e9e\u5927\u7684\u91ce\u517d\u9aa8\u3002\u8fd9\u79cd\u62e5\u6709\u5f88\u9ad8\u521a\u6027\u7684\u9aa8\u6750\uff0c\u5728\u6b66\u5177\u52a0\u5de5\u4e0a\u6709\u5176\u72ec\u5230\u7684\u4ef7\u503c\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png"", ""name_jp"": ""\u5805\u7262\u306a\u9aa8"", ""created_at"": 1616846216, ""updated_at"": 1617887171, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb37e"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","15","{""name"": ""\u4e00\u67ff\u5165\u9b42"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u5929\u72d7\u517d"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 2, ""star"": 5, ""name_en"": null, ""desc"": null, ""client"": ""\u5929\u771f\u65e0\u90aa\u7684\u827e\u9732\u732b"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b275"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179674","[""user:anonymous""]","[]"
"{""name"": ""\u8f89\u9f99\u77f3"", ""desc"": ""\u80fd\u63d0\u70bc\u51fa\u6bd4\u71d5\u96c0\u94a2\u66f4\u9ad8\u54c1\u8d28\u91d1\u5c5e\u7684\u77ff\u77f3\u3002\u76f8\u5f53\u7a00\u5c11\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item45.png"", ""name_jp"": ""\u30c9\u30e9\u30b0\u30e9\u30a4\u30c8\u9271\u77f3"", ""created_at"": 1616846216, ""updated_at"": 1617887225, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb35e"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","9","{""name"": ""\u6ef4\u6c34\u7a7f\u5ca9"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u5ca9\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 2, ""star"": 5, ""name_en"": null, ""desc"": null, ""client"": ""\u719f\u7ec3\u7684\u91c7\u6398\u8005"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b277"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179687","[""user:anonymous""]","[]"
"{""name"": ""\u5c16\u94e0\u7389"", ""desc"": ""\u8fdb\u4e00\u6b65\u63d0\u5347\u6b66\u5177\u6027\u80fd\u7684\u94e0\u7389\u3002\u53ef\u5f3a\u5316\u9632\u5177\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item52.png"", ""name_jp"": ""\u5c16\u93a7\u7389"", ""created_at"": 1616846216, ""updated_at"": 1617887249, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb369"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","21","{""name"": ""\u6ef4\u6c34\u7a7f\u5ca9"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u5ca9\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 2, ""star"": 5, ""name_en"": null, ""desc"": null, ""client"": ""\u719f\u7ec3\u7684\u91c7\u6398\u8005"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b277"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce17968a","[""user:anonymous""]","[]"
"{""name"": ""\u9f99\u9aa8\u3010\u5c0f\u3011"", ""desc"": ""\u975e\u5e38\u4fbf\u6377\u6613\u7528\u7684\u7d20\u6750\u3002\u751f\u6d3b\u548c\u72e9\u730e\u90fd\u5c11\u4e0d\u5f97\u5b83\u3002\u80fd\u52a0\u5de5\u6210\u5404\u79cd\u5404\u6837\u7684\u9053\u5177\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png"", ""name_jp"": ""\u7adc\u9aa8\u3010\u5c0f\u3011"", ""created_at"": 1616846216, ""updated_at"": 1617887136, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb375"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","21","{""name"": ""\u51fb\u9000\u65e0\u8138\u602a\u7269\uff1f"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u5947\u602a\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 3, ""name_en"": null, ""desc"": null, ""client"": ""\u80c6\u5c0f\u7684\u8c03\u67e5\u5458"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b20a"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce1793b1","[""user:anonymous""]","[]"
"{""name"": ""\u5149\u6c34\u6676"", ""desc"": ""\u53d1\u51fa\u6697\u6c89\u5149\u8292\u7684\u6c34\u6676\uff0c\u786c\u5ea6\u6781\u9ad8\u3002\u6709\u8bb8\u591a\u4eba\u4e3a\u5f97\u5230\u5b83\u800c\u6765\u5230\u6c34\u6ca1\u6797\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item45.png"", ""name_jp"": ""\u30e9\u30a4\u30c8\u30af\u30ea\u30b9\u30bf\u30eb"", ""created_at"": 1616846216, ""updated_at"": 1617887116, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb361"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","5","{""name"": ""\u592a\u53e4\u7684\u6c14\u606f"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb310\u4e2a\u6734\u7d20\u5f69\u6c34\u6676"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 3, ""name_en"": null, ""desc"": null, ""client"": ""\u597d\u5947\u5fc3\u65fa\u76db\u7684\u5c11\u7237"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b20d"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce1793c4","[""user:anonymous""]","[]"
"{""name"": ""\u4e0a\u94e0\u7389"", ""desc"": ""\u9ad8\u5bc6\u5ea6\u7684\u4f18\u8d28\u94e0\u7389\u3002\u53ef\u5c11\u91cf\u5f3a\u5316\u9632\u5177\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item52.png"", ""name_jp"": ""\u4e0a\u93a7\u7389"", ""created_at"": 1616846216, ""updated_at"": 1617887236, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb368"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","20","{""name"": ""\u72c2\u98ce\u5927\u4f5c\u7684\u94f6\u767d\u4e16\u754c"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u51b0\u7259\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u67d0\u4e2a\u5730\u65b9\u7684\u8c6a\u65cf"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b211"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce1793e6","[""user:anonymous""]","[]"
"{""name"": ""\u94e0\u7389"", ""desc"": ""\u84b8\u9540\u5728\u6b66\u5177\u4e0a\u63d0\u9ad8\u5f3a\u5ea6\u7684\u7d20\u6750\u3002\u53ef\u7565\u5fae\u5f3a\u5316\u9632\u5177\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item52.png"", ""name_jp"": ""\u93a7\u7389"", ""created_at"": 1616846216, ""updated_at"": 1617887225, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb367"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","2","15","{""name"": ""\u5973\u738b\u5927\u9a7e\u5149\u4e34"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u96cc\u706b\u9f99"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u5f00\u6717\u7684\u9752\u5e74"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b212"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce1793ec","[""user:anonymous""]","[]"
"{""name"": ""\u5c16\u7259"", ""desc"": ""\u5404\u79cd\u5404\u6837\u7259\u9f7f\u7684\u7edf\u79f0\u3002\u5e94\u4e0d\u540c\u7684\u9700\u6c42\uff0c\u5b83\u4eec\u5404\u6709\u4e0d\u540c\u7684\u7528\u9014\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item33.png"", ""name_jp"": ""\u3068\u304c\u3063\u305f\u7259"", ""created_at"": 1616846216, ""updated_at"": 1617887250, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb382"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","13","{""name"": ""\u5c71\u6797\u6b66\u50e7"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u5929\u72d7\u517d"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u52a0\u5de5\u5546\u5200\u7eb9"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b216"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179407","[""user:anonymous""]","[]"
"{""name"": ""\u6b8b\u7f3a\u9f99\u9aa8"", ""desc"": ""\u8fc7\u53bb\u5728\u6b64\u5730\u65ad\u6c14\u4e4b\u9f99\u7684\u9aa8\u5934\u788e\u7247\u3002\u80fd\u7565\u5fae\u611f\u53d7\u5230\u90a3\u5934\u9f99\u7684\u5a01\u4e25\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png"", ""name_jp"": ""\u6b20\u3051\u305f\u9f8d\u9aa8"", ""created_at"": 1616846216, ""updated_at"": 1617887273, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb373"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","6","{""name"": ""\u5c71\u6797\u6b66\u50e7"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u5929\u72d7\u517d"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u52a0\u5de5\u5546\u5200\u7eb9"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b216"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce17940b","[""user:anonymous""]","[]"
"{""name"": ""\u5c60\u9f99\u679c\u5b9e"", ""desc"": ""\u636e\u8bf4\u662f\u9f99\u538c\u6076\u5fcc\u8bb3\u7684\u679c\u5b9e\u3002\u8c03\u548c\u706d\u9f99\u5f39\u7684\u5fc5\u8981\u7d20\u6750\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item47.png"", ""name_jp"": ""\u9f8d\u6bba\u3057\u306e\u5b9f"", ""created_at"": 1616846216, ""updated_at"": 1617887103, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2e7"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","19","{""name"": ""\u201c\u6050\u6016\u7684\u5bfb\u7269\uff01\u201d\u4e4b\u5377"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb36\u4e2a\u79d8\u4f20\u56e2\u5b50\u7d20\u6750"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u8336\u70b9\u5e97\u5e97\u4e3b\u827e\u8349"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b217"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179411","[""user:anonymous""]","[]"
"{""name"": ""\u66fc\u9640\u7f57"", ""desc"": ""\u4f7f\u7528\u65b9\u5f0f\u9519\u8bef\u53ef\u80fd\u4f1a\u81f4\u6b7b\u7684\u5371\u9669\u8611\u83c7\u3002\u8c03\u548c\u79d8\u836f\u7684\u5fc5\u8981\u7d20\u6750\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png"", ""name_jp"": ""\u30de\u30f3\u30c9\u30e9\u30b4\u30e9"", ""created_at"": 1616846216, ""updated_at"": 1617887102, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2d5"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","14","{""name"": ""\u201c\u6050\u6016\u7684\u5bfb\u7269\uff01\u201d\u4e4b\u5377"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb36\u4e2a\u79d8\u4f20\u56e2\u5b50\u7d20\u6750"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u8336\u70b9\u5e97\u5e97\u4e3b\u827e\u8349"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b217"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179412","[""user:anonymous""]","[]"
"{""name"": ""\u9f99\u9aa8\u3010\u5927\u3011"", ""desc"": ""\u5f62\u72b6\u5947\u5999\u7684\u626d\u66f2\u9aa8\u5934\u3002\u80fd\u611f\u53d7\u5230\u6f5c\u85cf\u5728\u5e9f\u795e\u793e\u7684\u4e9b\u8bb8\u53ef\u7591\u6c14\u6c1b\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png"", ""name_jp"": ""\u7adc\u9aa8\u3010\u5927\u3011"", ""created_at"": 1616846216, ""updated_at"": 1617887257, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb377"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","13","{""name"": ""\u533b\u751f\u5b64\u72ec\u7684\u6bd2\u7814\u7a76"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e1\u5934\u6bd2\u5996\u9e1f"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u70ed\u7231\u7814\u7a76\u7684\u533b\u751f"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b218"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179416","[""user:anonymous""]","[]"
"{""name"": ""\u706b\u836f\u8349"", ""desc"": ""\u79d8\u85cf\u53d1\u706b\u4f5c\u7528\u7684\u5947\u8349\u3002\u8c03\u548c\u70b8\u836f\u53ca\u706b\u708e\u5f39\u7684\u5fc5\u8981\u7d20\u6750\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png"", ""name_jp"": ""\u706b\u85ac\u8349"", ""created_at"": 1616846216, ""updated_at"": 1617887108, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb2cd"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","2","18","{""name"": ""\u4e0b\u9152\u83dc\u679c\u7136\u8fd8\u662f\u809d\u810f\u6700\u597d"", ""level"": null, ""contract"": null, ""success_condition"": ""\u4ea4\u7eb35\u4e2a\u602a\u7269\u809d"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u7231\u559d\u9152\u7684\u5927\u5c11\u7237"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b219"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce17941d","[""user:anonymous""]","[]"
"{""name"": ""\u5de8\u5927\u7684\u9aa8"", ""desc"": ""\u53c8\u7c97\u53c8\u786c\u7684\u9aa8\u5934\u3002\u5728\u5de5\u623f\u5185\u88ab\u952f\u6210\u5c0f\u5757\uff0c\u4f5c\u4e3a\u52a0\u5de5\u7684\u6750\u6599\u3002"", ""image"": ""https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png"", ""name_jp"": ""\u5927\u304d\u306a\u9aa8"", ""created_at"": 1616846216, ""updated_at"": 1617887226, ""created_by"": 80067813, ""id"": ""605f1d89916275061eccb37c"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""item""}","1","17","{""name"": ""\u4e09\u5f3a\u4e89\u9738"", ""level"": null, ""contract"": null, ""success_condition"": ""\u72e9\u730e\u6240\u6709\u76ee\u6807"", ""enviroment"": null, ""fu_success_condition"": null, ""type"": 1, ""star"": 4, ""name_en"": null, ""desc"": null, ""client"": ""\u62ff\u7740\u519b\u914d\u56e2\u6247\u7684\u5973\u5b69"", ""created_at"": 1616849107, ""updated_at"": 1616849107, ""created_by"": 80067813, ""id"": ""605f28d3c177320cee54b21c"", ""_read_perm"": [""user:anonymous""], ""_write_perm"": [], ""_table"": ""mission""}","1616851805","1616851805","80067813","605f335f43af8a03ce179432","[""user:anonymous""]","[]"
