"name","desc","image","name_jp","created_at","updated_at","created_by","id","_read_perm","_write_perm"
"人鱼龙的钩爪","人鱼龙的爪。呈细长的钩状，不仅能用来制作武具，还能用在制作农具上。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item33.png","人魚竜の鉤爪","1616846216","1617887127","80067813","605f1d89916275061eccb44f","[""user:anonymous""]","[]"
"人鱼龙的催眠粉","人鱼龙喉部喷出的青色粉末，散发着微光。接触粉末的对手将静静地陷入沉眠。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","人魚竜の眠り粉","1616846216","1617887128","80067813","605f1d89916275061eccb453","[""user:anonymous""]","[]"
"蛮颚龙的鳞","蛮颚龙的鳞。蛮颚龙自身发出的热量所锻炼的鳞片，寻常刀刃无法对它造成伤害。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item31.png","蛮顎竜の鱗","1616846216","1617887128","80067813","605f1d89916275061eccb484","[""user:anonymous""]","[]"
"蛮颚龙的上等毛皮","蛮颚龙的优质毛皮。相当结实，毛皮质感也很好，是上等货色。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item32.png","蛮顎竜の上毛皮","1616846216","1617887128","80067813","605f1d89916275061eccb487","[""user:anonymous""]","[]"
"迅龙的鳞","迅龙的鳞。迅龙身上的黑毛实际上是这鳞片表面分叉的毛刺。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item31.png","迅竜の鱗","1616846216","1617887128","80067813","605f1d89916275061eccb48f","[""user:anonymous""]","[]"
"迅龙的锐刃翼","在迅龙翼中，属于特别锐利巨大的翅膀。眨眼之间就能将猎物撕裂。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item61.png","迅竜の鋭刃翼","1616846216","1617887129","80067813","605f1d89916275061eccb496","[""user:anonymous""]","[]"
"泡狐龙的尾巴","泡狐龙沉甸甸的尾巴。柔顺的毛束与美丽的鳞组合成这件无上的极品。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item40.png","泡狐竜の尻尾","1616846216","1617887129","80067813","605f1d89916275061eccb4a3","[""user:anonymous""]","[]"
"泡狐龙的水玉","泡狐龙的鳞与液泡结晶而成的七彩珠玉。斑斓多变的色彩，仿佛尽收了当世所有的艳丽。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item9.png","泡狐竜の水玉","1616846216","1617887129","80067813","605f1d89916275061eccb4a7","[""user:anonymous""]","[]"
"雪鬼兽的皮","雪鬼兽的皮。经过雪鬼兽体温与外部空气间温差的洗礼，皮变得又黑又硬。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item32.png","雪鬼獣の皮","1616846216","1617887129","80067813","605f1d89916275061eccb4aa","[""user:anonymous""]","[]"
"寒冷的坚冰块","雪鬼兽前肢上的冰块。用这块冰制成的刀与臂甲，能吓得哭泣的孩子都噤声。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item45.png","しゃっこい堅氷塊","1616846216","1617887129","80067813","605f1d89916275061eccb4b3","[""user:anonymous""]","[]"
"火龙的翼","将整片翼单独切出作为素材。通过工房匠人们的精湛技术，它会摇身一变成为强力的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item61.png","火竜の翼","1616846216","1617887130","80067813","605f1d89916275061eccb4ba","[""user:anonymous""]","[]"
"火龙的红玉","飞龙体内偶尔生成的罕见玉石。有幸获得它的猎人在将其加工时往往犹豫不决。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item9.png","火竜の紅玉","1616846216","1617887130","80067813","605f1d89916275061eccb4bd","[""user:anonymous""]","[]"
"泥翁龙的坚壳","泥翁龙的坚硬甲壳。泥与体液凝固，层层叠叠，使甲壳有了盾牌般的强度。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item55.png","泥翁竜の堅殻","1616846216","1617887130","80067813","605f1d89916275061eccb4c1","[""user:anonymous""]","[]"
"黄金色的粘泥土","粘液混合率特别高的泥。能制成强度外观皆一流的武具，是加工商梦寐以求的逸品。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item56.png","黄金色の粘泥土","1616846216","1617887130","80067813","605f1d89916275061eccb4ca","[""user:anonymous""]","[]"
"雷狼龙的尾巴","雷狼龙的尾巴。被无数甲壳层层覆盖，造就了一击必杀的威力。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item40.png","雷狼竜の尻尾","1616846216","1617887130","80067813","605f1d89916275061eccb4d5","[""user:anonymous""]","[]"
"轰龙的鳞","从凶暴的轰龙身上剥取的鳞。很厚，很坚硬。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item31.png","轟竜の鱗","1616846216","1617887131","80067813","605f1d89916275061eccb4db","[""user:anonymous""]","[]"
"轰龙的头壳","轰龙的头部。这恐怖的外表不禁让人怀疑它其实还活着。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item62.png","轟竜の頭殻","1616846216","1617887131","80067813","605f1d89916275061eccb4e4","[""user:anonymous""]","[]"
"轰龙的颚","轰龙壮观的下颚。轻松地咬开撕裂猎物的强健下颚将恐怖深植在观者的心中。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item62.png","轟竜のアギト","1616846216","1617887131","80067813","605f1d89916275061eccb4e5","[""user:anonymous""]","[]"
"风神龙的碧棘","风神龙的尖棘。风神龙身上无数坚硬的棘，令所有飞空的外敌望而却步。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","風神龍の碧棘","1616846216","1617887131","80067813","605f1d89916275061eccb500","[""user:anonymous""]","[]"
"硬甲龙的余料","小而残缺的硬甲龙素材。形状不规整，但收集起来可以制作随从用的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item54.png","草食竜の端材","1616846216","1617887132","80067813","605f1d89916275061eccb53a","[""user:anonymous""]","[]"
"雪鬼兽的余料","小而残缺的雪鬼兽素材。形状不规整，但收集起来可以制作随从用的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item54.png","雪鬼獣の端材","1616846216","1617887132","80067813","605f1d89916275061eccb56f","[""user:anonymous""]","[]"
"雷狼龙的余料","小而残缺的雷狼龙素材。形状不规整，但收集起来可以制作随从用的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item54.png","雷狼竜の端材","1616846216","1617887132","80067813","605f1d89916275061eccb575","[""user:anonymous""]","[]"
"轰龙的余料","小而残缺的轰龙素材。形状不规整，但收集起来可以制作随从用的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item54.png","轟竜の端材","1616846216","1617887132","80067813","605f1d89916275061eccb577","[""user:anonymous""]","[]"
"角龙的上等余料","残缺的优质角龙素材。形状不规整，但收集起来可以制作随从用的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item54.png","角竜の上端材","1616846216","1617887132","80067813","605f1d89916275061eccb57a","[""user:anonymous""]","[]"
"立轴【蛮颚龙】","绘有蛮颚龙的立轴。公会经纪人岁丰稔的绝妙画技璀璨生辉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item72.png","掛軸【蛮顎竜】","1616846216","1617887133","80067813","605f1d89916275061eccb594","[""user:anonymous""]","[]"
"伞鸟木雕","收集数张熔岩洞手记的谢礼。唐伞开，火光起。燎原烈火熊熊燃。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item73.png","傘鳥の木彫り","1616846216","1617887133","80067813","605f1d89916275061eccb5bc","[""user:anonymous""]","[]"
"寒冷冻松果","冻上一层薄冰的松果。变换角度去看，会闪闪发光。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","冷寒ヒヤボックリ","1616846216","1617887133","80067813","605f1d89916275061eccb5c7","[""user:anonymous""]","[]"
"热带草莓","生长在灼热大地上的鲜红色草莓。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","熱帯イチゴ","1616846216","1617887133","80067813","605f1d89916275061eccb5dc","[""user:anonymous""]","[]"
"强燃石炭","可以燃烧的岩石。烫得好像马上就要烧起来。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item45.png","強燃石炭","1616846216","1617887134","80067813","605f1d89916275061eccb5e3","[""user:anonymous""]","[]"
"大王香花","拥有心形花瓣的巨大花朵。散发出独特的香气。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","ラブレシア","1616846216","1617887134","80067813","605f1d89916275061eccb60d","[""user:anonymous""]","[]"
"大翔虫","大型翔虫。将其释放到勾玉草上，可以让猎人朝特定方向远远飞出。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item84.png","大翔蟲","1616846216","1617887134","80067813","605f1d89916275061eccb611","[""user:anonymous""]","[]"
"补给专用汉方粉尘","中和周围对象的毒并少量回复体力。（补给品专用）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","支給用漢方の粉塵","1616846216","1617887134","80067813","605f1d89916275061eccb32b","[""user:anonymous""]","[]"
"补给专用麻醉球","捕获中陷阱的怪物时专用的投掷式麻醉球。（补给品专用）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item9.png","支給用麻酔玉","1616846216","1617887135","80067813","605f1d89916275061eccb336","[""user:anonymous""]","[]"
"巨大柿子","特别大的柿子。食用后可回复体力。因为容易腐坏，任务结束后将被回收。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","デカデカ柿","1616846216","1617887135","80067813","605f1d89916275061eccb33a","[""user:anonymous""]","[]"
"金色种子","附着在怪物身上的种子。积蓄大量静电。十分危险，因此任务结束后将被回收。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","金色の種","1616846216","1617887135","80067813","605f1d89916275061eccb341","[""user:anonymous""]","[]"
"火炎桶爆弹","内藏红色种子的桶爆弹。会放出强力火焰。十分危险，因此任务结束后将被回收。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item10.png","火炎タル爆弾","1616846216","1617887135","80067813","605f1d89916275061eccb344","[""user:anonymous""]","[]"
"不祥的布","遥远过去曾有消逝于沙漠中的王国，在其墓穴中发现的布，它散发着不祥的气息。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item35.png","禍々しい布","1616846216","1617887135","80067813","605f1d89916275061eccb34c","[""user:anonymous""]","[]"
"北东西大南瓜","橙黄色的南瓜。放着不管自己就会越长越大。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","ペピポパンプキン","1616846216","1617887136","80067813","605f1d89916275061eccb34e","[""user:anonymous""]","[]"
"雪光金属","可在冰封群岛采掘到的贵金属。缠绕着强烈的寒气，在光照下会发出蓝白色光辉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item45.png","グラシスメタル","1616846216","1617887136","80067813","605f1d89916275061eccb360","[""user:anonymous""]","[]"
"埋藏的骨骸","埋藏在沙原的骨头残骸。似乎有些风化了，小巧且形状便于处理。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png","埋もれた骨骸","1616846216","1617887136","80067813","605f1d89916275061eccb36f","[""user:anonymous""]","[]"
"龙骨【小】","非常便捷易用的素材。生活和狩猎都少不得它。能加工成各种各样的道具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png","竜骨【小】","1616846216","1617887136","80067813","605f1d89916275061eccb375","[""user:anonymous""]","[]"
"怪物浓液","在怪物体液中进一步精选，将比较浓厚的部分提取而成的汁液。相当浓稠。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item44.png","モンスターの濃汁","1616846216","1617887137","80067813","605f1d89916275061eccb389","[""user:anonymous""]","[]"
"毒袋","怪物的一种体内器官。其中饱含着足以致死的毒液。要小心处理。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","毒袋","1616846216","1617887137","80067813","605f1d89916275061eccb38f","[""user:anonymous""]","[]"
"鲛肌的鳞","变形幼冰鲨的鳞。有固定的生长方向，顺着捋滑爽，逆着捋扎手。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item31.png","鮫肌の鱗","1616846216","1617887137","80067813","605f1d89916275061eccb3b2","[""user:anonymous""]","[]"
"甲虫的大颚","甲虫强劲的下颚。要完好无损地取下来可不简单。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item8.png","甲虫の大顎","1616846216","1617887137","80067813","605f1d89916275061eccb3c2","[""user:anonymous""]","[]"
"镰鼬龙王的刃尾","镰鼬龙王的镰状刃尾。族群首领操纵它的尾巴，如疾风般将对手切碎。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","鎌鼬竜の刃尾","1616846216","1617887137","80067813","605f1d89916275061eccb3de","[""user:anonymous""]","[]"
"青熊兽的臂甲","覆盖青熊兽前肢的甲壳。肥厚的外壳上有着尖锐的突刺，整块素材洋溢着一股野性。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","青熊獣の腕甲","1616846216","1617887138","80067813","605f1d89916275061eccb3f6","[""user:anonymous""]","[]"
"伞鸟的头冠","伞鸟的头冠。额头部分像眼球一样的花纹，成了著名的鬼故事题材。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item32.png","傘鳥のトサカ","1616846216","1617887138","80067813","605f1d89916275061eccb409","[""user:anonymous""]","[]"
"河童蛙的碟","河童蛙头部的碟状骨。覆盖着保持身体湿润的器官，能从外敌手中保护自己。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item31.png","河童蛙の皿","1616846216","1617887138","80067813","605f1d89916275061eccb42b","[""user:anonymous""]","[]"
"泥鱼龙的上等鳍","泥鱼龙背后发达的鳍。柔软又结实，能轻易地拨开泥泞。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","泥魚竜の上ヒレ","1616846216","1617887138","80067813","605f1d89916275061eccb443","[""user:anonymous""]","[]"
"人鱼龙的上等鳞","人鱼龙的优质鳞。沐浴在月光下的鳞非常美丽，宛如金色的礼服一般。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item31.png","人魚竜の上鱗","1616846216","1617887138","80067813","605f1d89916275061eccb44c","[""user:anonymous""]","[]"
"雌火龙的棘","长在雌火龙背上与翼上像针一样的毛。有毒。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","雌火竜の棘","1616846216","1617887139","80067813","605f1d89916275061eccb45a","[""user:anonymous""]","[]"
"雌火龙的上等棘","雌火龙身上像剑一样突起的尖锐毛。比普通的棘更长更硬。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","雌火竜の上棘","1616846216","1617887139","80067813","605f1d89916275061eccb45b","[""user:anonymous""]","[]"
"怨虎龙的臂刃","怨虎龙手臂上的刃状利爪。即便是尚未制成武器的素材，也拥有利刃般的锋利度。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","怨虎竜の腕刃","1616846216","1617887139","80067813","605f1d89916275061eccb479","[""user:anonymous""]","[]"
"怨虎龙的紫玉","怨虎龙体内生成的稀有宝石。宛如封印着不祥的鬼魂一般，寄宿着青紫色的光辉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item9.png","怨虎竜の紫玉","1616846216","1617887139","80067813","605f1d89916275061eccb483","[""user:anonymous""]","[]"
"迅龙的刃翼","迅龙刃状的翼。经过独特的进化，可以在冲刺时将猎物撕裂。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item61.png","迅竜の刃翼","1616846216","1617887140","80067813","605f1d89916275061eccb495","[""user:anonymous""]","[]"
"雪鬼兽的刚毛","雪鬼兽的优质体毛。拥有强大的防寒性能与防御力，雪国的将军不惜为其发动战争。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","雪鬼獣の剛毛","1616846216","1617887140","80067813","605f1d89916275061eccb4a9","[""user:anonymous""]","[]"
"火龙的坚壳","火龙的坚硬甲壳。从高贵的素材中，能感受到天空王者的风格。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item55.png","火竜の堅殻","1616846216","1617887140","80067813","605f1d89916275061eccb4b8","[""user:anonymous""]","[]"
"泥翁龙的尾巴","泥翁龙气派的尾巴。如柳树般垂下的尾巴，好像在伺机扑杀猎物。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item40.png","泥翁竜の尻尾","1616846216","1617887140","80067813","605f1d89916275061eccb4c8","[""user:anonymous""]","[]"
"雷狼龙的爪","雷狼龙的爪。这粗长尖锐的爪加上不知轻重的凶蛮力道，能一击将猎物撕得粉碎。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item33.png","雷狼竜の爪","1616846216","1617887140","80067813","605f1d89916275061eccb4d3","[""user:anonymous""]","[]"
"超电雷光虫","因为雷狼龙而进入活性化状态的雷光虫。散发出不同寻常的蓝白色电光。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item8.png","超電雷光虫","1616846216","1617887141","80067813","605f1d89916275061eccb4d8","[""user:anonymous""]","[]"
"角龙的甲壳","覆盖全身的角龙甲壳。作为一种密度极高的素材，它比看起来的要更重。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item55.png","角竜の甲殻","1616846216","1617887141","80067813","605f1d89916275061eccb4e6","[""user:anonymous""]","[]"
"金狮子的锐牙","金狮子的锐利牙。经过精心的磨砺，光是摸一下手指都会被划开。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item33.png","金獅子の鋭牙","1616846216","1617887141","80067813","605f1d89916275061eccb4f6","[""user:anonymous""]","[]"
"百龙击退证・一","感谢证明，授予守护村庄免于百龙夜行侵害之人。可用于百龙强化。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item50.png","百竜撃退の証・一","1616846216","1617887141","80067813","605f1d89916275061eccb515","[""user:anonymous""]","[]"
"搔鸟硬币","赠予在斗技大会中征服了搔鸟之人的硬币。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item49.png","クルルコイン","1616846216","1617887141","80067813","605f1d89916275061eccb51c","[""user:anonymous""]","[]"
"击龙王硬币","赠予最顶尖猎人的金色硬币。在众多猎人中，也只有少数人可拥有。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item49.png","撃龍王のコイン","1616846216","1617887142","80067813","605f1d89916275061eccb523","[""user:anonymous""]","[]"
"金蛋","闪闪发光的金蛋。能产生亿万财富的珍宝。可卖出高价。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item2.png","金のたまご","1616846216","1617887142","80067813","605f1d89916275061eccb52c","[""user:anonymous""]","[]"
"虫的余料","小而残缺的虫素材。形状不规整，但收集起来可以制作随从用的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item54.png","虫の端材","1616846216","1617887142","80067813","605f1d89916275061eccb532","[""user:anonymous""]","[]"
"虫的上等余料","残缺的优质虫素材。形状不规整，但收集起来可以制作随从用的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item54.png","虫の上端材","1616846216","1617887142","80067813","605f1d89916275061eccb533","[""user:anonymous""]","[]"
"伞鸟的余料","小而残缺的伞鸟素材。形状不规整，但收集起来可以制作随从用的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item54.png","傘鳥の端材","1616846216","1617887143","80067813","605f1d89916275061eccb54e","[""user:anonymous""]","[]"
"毒妖鸟的上等余料","残缺的优质毒妖鸟素材。形状不规整，但收集起来可以制作随从用的武具。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item54.png","毒妖鳥の上端材","1616846216","1617887143","80067813","605f1d89916275061eccb55b","[""user:anonymous""]","[]"
"立轴【白兔兽】","绘有白兔兽的立轴。公会经纪人岁丰稔的绝妙画技璀璨生辉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item72.png","掛軸【白兎獣】","1616846216","1617887143","80067813","605f1d89916275061eccb584","[""user:anonymous""]","[]"
"立轴【奇怪龙】","绘有奇怪龙的立轴。公会经纪人岁丰稔的绝妙画技璀璨生辉。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item72.png","掛軸【奇怪竜】","1616846216","1617887143","80067813","605f1d89916275061eccb589","[""user:anonymous""]","[]"
"特产菇","只有小指大小的菇，因为独特的香味而备受追捧。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png","特産キノコ","1616846216","1617887143","80067813","605f1d89916275061eccb5be","[""user:anonymous""]","[]"
"特产竹笋","废神社特产的竹笋。是邻村常见的食材。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","特産タケノコ","1616846216","1617887144","80067813","605f1d89916275061eccb5c4","[""user:anonymous""]","[]"
"隐秘金币","据说这是远古时代灭亡的神秘大国所使用的金币。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item49.png","隠されし金貨","1616846216","1617887144","80067813","605f1d89916275061eccb5cf","[""user:anonymous""]","[]"
"美食猪笼草","有些香气的猪笼草。喜欢捕食状态较好的虫。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","美食ツボカズラ","1616846216","1617887144","80067813","605f1d89916275061eccb5d4","[""user:anonymous""]","[]"
"国王仙人掌","可在沙原采集到的贵重仙人掌。品质与国王之名相衬的植物。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","王様サボテン","1616846216","1617887144","80067813","605f1d89916275061eccb5db","[""user:anonymous""]","[]"
"焦热草莓","果实中蕴含热量的草莓，烫得好像马上就要烧起来似的。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","焦熱イチゴ","1616846216","1617887145","80067813","605f1d89916275061eccb5de","[""user:anonymous""]","[]"
"玉髓化的龙大骨","玉髓化的大龙骨。其光辉中寄宿着生命力。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item30.png","玉髄化した竜大骨","1616846216","1617887145","80067813","605f1d89916275061eccb5e6","[""user:anonymous""]","[]"
"熟成菇","特产菇成熟之后的香味和鲜味更加浓郁，是不可多得的珍品。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item1.png","熟成キノコ","1616846216","1617887145","80067813","605f1d89916275061eccb5f5","[""user:anonymous""]","[]"
"秘传团子素材","掌握团子美味关键的秘传材料。材料构成是秘密。（结算道具）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","秘伝の団子素材","1616846216","1617887145","80067813","605f1d89916275061eccb606","[""user:anonymous""]","[]"
"LV2麻痹弹","造成麻痹效果的强化版弹药。根据怪物情况不同，可能需要数发才能生效。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item14.png","LV2 麻痺弾","1616846216","1617887145","80067813","605f1d89916275061eccb313","[""user:anonymous""]","[]"
"LV2减气弹","可以削减怪物耐力的强化版特殊弹药。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item14.png","LV2 減気弾","1616846216","1617887146","80067813","605f1d89916275061eccb317","[""user:anonymous""]","[]"
"减气瓶","装备在弓上，可以附加减气属性的瓶。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item20.png","減気ビン","1616846216","1617887146","80067813","605f1d89916275061eccb324","[""user:anonymous""]","[]"
"补给专用硬化粉尘","暂时提高周围对象的防御力。（补给品专用）","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","支給用硬化の粉塵","1616846216","1617887146","80067813","605f1d89916275061eccb32d","[""user:anonymous""]","[]"
"腐毒柿子","柿子里积蓄着因腐败而生成的毒素。十分危险，因此任务结束后将被回收。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","ドクドク柿","1616846216","1617887146","80067813","605f1d89916275061eccb33b","[""user:anonymous""]","[]"
"苍色种子","附着在怪物身上的种子。富含大量水分。十分危险，因此任务结束后将被回收。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item28.png","蒼色の種","1616846216","1617887146","80067813","605f1d89916275061eccb340","[""user:anonymous""]","[]"
"观星花","仿佛抬头仰望星空一般绽放，令人怜爱的花朵。美丽的花瓣可以用来染色。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item4.png","星見の花","1616846216","1617887147","80067813","605f1d89916275061eccb34a","[""user:anonymous""]","[]"
"不祥的暗布","遥远过去曾有征服了沙漠的君王，包裹其遗体的布，传闻它暗藏着君王的诅咒。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item35.png","禍々しい闇布","1616846216","1617887147","80067813","605f1d89916275061eccb34d","[""user:anonymous""]","[]"
"哥特式哥特水母","依旧有着独特又可爱的花纹，同时增加了褶皱的量，提升了华丽度的哥特水母。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","ゴスゴシックラゲ","1616846216","1617887147","80067813","605f1d89916275061eccb351","[""user:anonymous""]","[]"
"璀璨水晶","发出明亮光芒的稀有水晶，可见于水没林之类的环境中。只会使用在重要用途上。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item45.png","ノヴァクリスタル","1616846216","1617887147","80067813","605f1d89916275061eccb362","[""user:anonymous""]","[]"
"修罗原珠","制作装饰品时不可或缺的珠子。美中不足之处就是有点贵。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item53.png","修羅原珠","1616846216","1617887148","80067813","605f1d89916275061eccb36c","[""user:anonymous""]","[]"
"猛毒袋","怪物的一种体内器官。其中饱含着浓度极高的毒液。碰一下都很危险。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item43.png","猛毒袋","1616846216","1617887148","80067813","605f1d89916275061eccb390","[""user:anonymous""]","[]"
"贼龙的上等皮","从贼龙身上采集的优质皮。加工起来依旧容易，厚度与光滑度进一步提升。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item32.png","ジャグラスの上皮","1616846216","1617887148","80067813","605f1d89916275061eccb3b1","[""user:anonymous""]","[]"
"水生兽的皮","生活在浅滩的怪物身上的皮。防水性能不错，但不值什么钱。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item32.png","水生獣の皮","1616846216","1617887148","80067813","605f1d89916275061eccb3b7","[""user:anonymous""]","[]"
"飞甲虫的坚壳","飞甲虫甲壳中特别坚硬的部分。通过巧妙的加工可以发挥特殊的性质。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item8.png","飛甲虫の堅殻","1616846216","1617887148","80067813","605f1d89916275061eccb3bf","[""user:anonymous""]","[]"
"毒狗龙的上等鳞","从毒狗龙身上剥下的上等鳞。这愈加厚实的鳞片是它的主人狡诈机警的证明。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item31.png","フロギィの上鱗","1616846216","1617887149","80067813","605f1d89916275061eccb3d1","[""user:anonymous""]","[]"
"毒狗龙的皮","毒狗龙的皮。好好鞣制一下，就是一块色彩鲜艳且方便好用的橙色皮革。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item32.png","フロギィの皮","1616846216","1617887150","80067813","605f1d89916275061eccb3d2","[""user:anonymous""]","[]"
"镰鼬龙王的上等毛","镰鼬龙王的优质毛。特征是美丽的色泽与随风摇摆的柔滑质感。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item32.png","鎌鼬竜の上毛","1616846216","1617887150","80067813","605f1d89916275061eccb3db","[""user:anonymous""]","[]"
"镰鼬龙王上等刃尾","镰鼬龙王的发达刃尾。经过暴风洗礼的青蓝色刀刃非常锋利。","https://cdn.kiranico.net/file/kiranico/mhrise-web/images/items/item29.png","鎌鼬竜の上刃尾","1616846216","1617887150","80067813","605f1d89916275061eccb3df","[""user:anonymous""]","[]"
